,area_cd,year,item_cd,pesticide_vol,avg_rain,avg_temp,tot_yield,new_metric,pest_rain,pest_temp,rain_temp,pest_rain_temp,pest2,temp2,rain2
523,0.0,0.0,0.08649789029535865,0.00497278303463318,0.011915961116337411,0.6244431244431246,16500,5.92554892806713e-05,0.0001105062896585151,0.0036573150435197355,0.008279348396265502,8.127366763377192e-05,2.4728571109535576e-05,0.38992921566429156,0.00014199012932606512
524,0.0,0.043478260869562746,0.08649789029535865,0.006693603934286875,0.011915961116337411,0.5910305910305912,19231,7.976072420912547e-05,0.00014874675409526386,0.004659506741448759,0.007836339266857716,0.00010354459425441686,4.4804333629100725e-05,0.3493171595339699,0.00014199012932606512
525,0.0,0.08695652173912549,0.08649789029535865,0.003304792924513476,0.011915961116337411,0.40213840213840224,22828,3.937978398604956e-05,7.343984276696613e-05,0.0015652718440440398,0.005331860988605702,3.4783818756534226e-05,1.0921656273914335e-05,0.1617152944744273,0.00014199012932606512
526,0.0,0.13043478260868824,0.08649789029535865,0.002778442732131094,0.011915961116337411,0.22007722007722014,12500,3.3107815560044384e-05,6.174317182513541e-05,0.0007201890509470683,0.0029179534656992804,1.6004201132157073e-05,7.719744015732097e-06,0.048433982796917185,0.00014199012932606512
527,0.0,0.1739130434782652,0.08649789029535865,0.0034123306355824047,0.011915961116337411,0.9346599346599349,4512,4.0661199169686836e-05,7.582956967960898e-05,0.003756424850063647,0.012392442046633787,8.347610777919216e-05,1.1644000366534218e-05,0.8735891934585138,0.00014199012932606512
528,0.0,0.21739130434782794,0.08649789029535865,0.007333364946610723,0.011915961116337411,0.38907038907038916,16115,8.738409155572511e-05,0.00016296366548023826,0.0033604810499392535,0.005158595195770658,7.467735666531675e-05,5.37782414401789e-05,0.151375767651384,0.00014199012932606512
529,0.0,0.2608695652173907,0.08649789029535865,0.001304401166399422,0.011915961116337411,0.5714285714285716,17154,1.554319357892067e-05,2.898669258665382e-05,0.0008778960661271202,0.00757644057760515,1.9508801469491563e-05,1.7014624029041724e-06,0.32653061224489816,0.00014199012932606512
530,0.0,0.30434782608695343,0.08649789029535865,0.0010908212117985538,0.011915961116337411,0.4734184734184735,21417,1.2998183144667617e-05,2.4240471373301193e-05,0.0006082312760033459,0.006276947131342311,1.351625057785213e-05,1.1898909161096655e-06,0.2241250509738779,0.00014199012932606512
531,0.0,0.3478260869565162,0.08649789029535865,0.0008777034926182092,0.011915961116337411,0.2398772398772399,17222,1.0458680689712116e-05,1.9504522058182425e-05,0.000247974396917045,0.0031804773942372268,5.5105421537121115e-06,7.703634209542029e-07,0.0575410902111229,0.00014199012932606512
532,0.0,0.3913043478260789,0.08649789029535865,0.0017793616561470951,0.011915961116337411,0.44149094149094154,22375,2.1202804306550515e-05,3.954137013660211e-05,0.0009252434044444642,0.005853627296574871,2.0560964543210317e-05,3.1661279033665333e-06,0.19491425141855795,0.00014199012932606512
533,0.0,0.4347826086956559,0.08649789029535865,0.0016412892170047386,0.011915961116337411,0.455895455895456,36186,1.955753849049233e-05,3.647309371121641e-05,0.0008812930654452302,0.006044613454586228,1.9584290343227336e-05,2.693830293856028e-06,0.20784066670612567,0.00014199012932606512
534,0.0,0.4782608695652186,0.08649789029535865,0.0019307029708903712,0.011915961116337411,0.43362043362043373,27175,2.3006181528326773e-05,4.2904510464230464e-05,0.0009860414630376711,0.0057492740349810376,2.191203251194825e-05,3.7276139618049056e-06,0.18802668045317297,0.00014199012932606512
535,0.0,0.5217391304347814,0.08649789029535865,0.002220116724776004,0.011915961116337411,0.5490545490545492,33480,2.6454824566161215e-05,4.933592721724453e-05,0.0014356919847397494,0.007279788538357269,3.190426632754999e-05,4.92891827163013e-06,0.30146089783749436,0.00014199012932606512
537,0.0,0.6086956521739069,0.08649789029535865,0.010190442080868577,0.011915961116337411,0.3471933471933472,31729,0.0001214289115939184,0.00022645426846374612,0.004167104512565088,0.0046033570869128985,9.260232250144642e-05,0.00010384510980353709,0.12054322033532014,0.00014199012932606512
538,0.0,0.6521739130434838,0.08649789029535865,0.009959351560925511,0.011915961116337411,0.3394713394713395,33864,0.00011867524594392263,0.00022131892357612242,0.00398202653963945,0.0045009727547830995,8.848947865865443e-05,9.91886835141094e-05,0.11524079032246543,0.00014199012932606512
539,0.0,0.6956521739130466,0.08649789029535865,0.011177069990817287,0.011915961116337411,0.6649836649836651,65668,0.00013318553140516048,0.000248379333129273,0.008754047944284514,0.008816866139946948,0.00019453439876187812,0.00012492689357962834,0.4422032746951074,0.00014199012932606512
